technician_id,name,experience_years,shift_type
T11760,Tech_T11760,9,Evening
T11761,Tech_T11761,8,Day
T11762,Tech_T11762,3,Mixed
T11763,Tech_T11763,3,Evening
T11764,Tech_T11764,9,Day
T11765,Tech_T11765,10,Evening
T11766,Tech_T11766,1,Mixed
T11767,Tech_T11767,10,Evening
T11768,Tech_T11768,4,Day
T11769,Tech_T11769,1,Evening
T11770,Tech_T11770,1,Day
T11771,Tech_T11771,1,Mixed
T11772,Tech_T11772,4,Mixed
T11773,Tech_T11773,1,Day
T11774,Tech_T11774,1,Mixed
T11775,Tech_T11775,7,Mixed
T11776,Tech_T11776,9,Evening
T11777,Tech_T11777,6,Evening
T11778,Tech_T11778,10,Mixed
T11779,Tech_T11779,5,Evening
T11780,Tech_T11780,4,Evening
T11781,Tech_T11781,8,Mixed
T11782,Tech_T11782,3,Mixed
T11783,Tech_T11783,2,Mixed
T11784,Tech_T11784,7,Mixed
T11785,Tech_T11785,3,Mixed
T11786,Tech_T11786,3,Day
T11787,Tech_T11787,2,Mixed
T11788,Tech_T11788,8,Mixed
T11789,Tech_T11789,5,Day
T11790,Tech_T11790,9,Mixed
T11791,Tech_T11791,6,Mixed
T11792,Tech_T11792,10,Day
T11793,Tech_T11793,6,Evening
T11794,Tech_T11794,3,Day
T11795,Tech_T11795,8,Evening
T11796,Tech_T11796,6,Mixed
T11797,Tech_T11797,3,Evening
T11798,Tech_T11798,8,Day
T11799,Tech_T11799,6,Mixed
T11800,Tech_T11800,3,Mixed
T11801,Tech_T11801,3,Evening
T11802,Tech_T11802,7,Mixed
T11803,Tech_T11803,5,Mixed
T11804,Tech_T11804,7,Mixed
T11805,Tech_T11805,7,Evening
T11806,Tech_T11806,9,Day
T11807,Tech_T11807,8,Day
T11808,Tech_T11808,8,Day
T11809,Tech_T11809,5,Day
T11810,Tech_T11810,3,Evening
T11811,Tech_T11811,7,Mixed
T11812,Tech_T11812,3,Mixed
T11813,Tech_T11813,10,Mixed
T11814,Tech_T11814,1,Mixed
T11815,Tech_T11815,9,Day
T11816,Tech_T11816,10,Evening
T11817,Tech_T11817,7,Evening
T11818,Tech_T11818,8,Evening
T11819,Tech_T11819,1,Mixed
T11820,Tech_T11820,6,Day
T11821,Tech_T11821,5,Evening
T11822,Tech_T11822,10,Evening
T11823,Tech_T11823,9,Evening
T11824,Tech_T11824,4,Evening
T11825,Tech_T11825,3,Day
T11826,Tech_T11826,4,Evening
T11827,Tech_T11827,8,Day
T11828,Tech_T11828,9,Mixed
T11829,Tech_T11829,8,Mixed
T11830,Tech_T11830,8,Mixed
T11831,Tech_T11831,10,Evening
T11832,Tech_T11832,10,Mixed
T11833,Tech_T11833,8,Evening
T11834,Tech_T11834,7,Mixed
T11835,Tech_T11835,7,Evening
T11836,Tech_T11836,2,Mixed
T11837,Tech_T11837,9,Evening
T11838,Tech_T11838,1,Mixed
T11839,Tech_T11839,10,Mixed
T11840,Tech_T11840,5,Day
T11841,Tech_T11841,5,Mixed
T11842,Tech_T11842,9,Evening
T11843,Tech_T11843,6,Day
T11844,Tech_T11844,8,Day
T11845,Tech_T11845,5,Mixed
T11846,Tech_T11846,9,Mixed
T11847,Tech_T11847,4,Mixed
T11848,Tech_T11848,4,Mixed
T11849,Tech_T11849,4,Evening
T11850,Tech_T11850,6,Evening
T11851,Tech_T11851,2,Mixed
T11852,Tech_T11852,7,Mixed
T11853,Tech_T11853,8,Mixed
T11854,Tech_T11854,5,Mixed
T11855,Tech_T11855,9,Day
T11856,Tech_T11856,10,Mixed
T11857,Tech_T11857,9,Evening
T11858,Tech_T11858,3,Day
T11859,Tech_T11859,6,Day
T11860,Tech_T11860,1,Evening
T11861,Tech_T11861,10,Mixed
T11862,Tech_T11862,2,Mixed
T11863,Tech_T11863,10,Evening
T11864,Tech_T11864,8,Evening
T11865,Tech_T11865,2,Day
T11866,Tech_T11866,6,Mixed
T11867,Tech_T11867,4,Day
T11868,Tech_T11868,8,Day
T11869,Tech_T11869,8,Evening
T11870,Tech_T11870,10,Day
T11871,Tech_T11871,4,Mixed
T11872,Tech_T11872,1,Evening
T11873,Tech_T11873,5,Day
T11874,Tech_T11874,3,Day
T11875,Tech_T11875,8,Evening
T11876,Tech_T11876,1,Mixed
T11877,Tech_T11877,3,Mixed
T11878,Tech_T11878,3,Day
T11879,Tech_T11879,2,Mixed
T11880,Tech_T11880,9,Evening
T11881,Tech_T11881,10,Evening
T11882,Tech_T11882,6,Evening
T11883,Tech_T11883,10,Day
T11884,Tech_T11884,6,Day
T11885,Tech_T11885,6,Evening
T11886,Tech_T11886,8,Mixed
T11887,Tech_T11887,4,Evening
T11888,Tech_T11888,10,Evening
T11889,Tech_T11889,10,Mixed
T11890,Tech_T11890,7,Day
T11891,Tech_T11891,1,Mixed
T11892,Tech_T11892,9,Mixed
T11893,Tech_T11893,10,Evening
T11894,Tech_T11894,4,Day
T11895,Tech_T11895,2,Mixed
T11896,Tech_T11896,3,Day
T11897,Tech_T11897,9,Evening
T11898,Tech_T11898,3,Mixed
T11899,Tech_T11899,7,Evening
T11900,Tech_T11900,6,Day
T11901,Tech_T11901,7,Mixed
T11902,Tech_T11902,1,Day
T11903,Tech_T11903,8,Day
T11904,Tech_T11904,8,Evening
T11905,Tech_T11905,10,Mixed
T11906,Tech_T11906,4,Evening
T11907,Tech_T11907,10,Evening
T11908,Tech_T11908,1,Mixed
T11909,Tech_T11909,6,Day
T11910,Tech_T11910,9,Day
T11911,Tech_T11911,2,Evening
T11912,Tech_T11912,4,Day
T11913,Tech_T11913,9,Evening
T11914,Tech_T11914,6,Evening
T11915,Tech_T11915,5,Mixed
T11916,Tech_T11916,1,Day
T11917,Tech_T11917,10,Day
T11918,Tech_T11918,2,Day
T11919,Tech_T11919,2,Day
T11920,Tech_T11920,8,Day
T11921,Tech_T11921,2,Day
T11922,Tech_T11922,8,Mixed
T11923,Tech_T11923,3,Mixed
T11924,Tech_T11924,7,Evening
T11925,Tech_T11925,5,Mixed
T11926,Tech_T11926,6,Day
T11927,Tech_T11927,7,Evening
T11928,Tech_T11928,3,Day
T11929,Tech_T11929,2,Mixed
T11930,Tech_T11930,4,Day
T11931,Tech_T11931,5,Mixed
T11932,Tech_T11932,9,Mixed
T11933,Tech_T11933,4,Day
T11934,Tech_T11934,5,Mixed
T11935,Tech_T11935,8,Evening
T11936,Tech_T11936,3,Day
T11937,Tech_T11937,2,Day
T11938,Tech_T11938,9,Day
T11939,Tech_T11939,8,Mixed
T11940,Tech_T11940,4,Mixed
T11941,Tech_T11941,6,Day
T11942,Tech_T11942,10,Evening
T11943,Tech_T11943,1,Mixed
T11944,Tech_T11944,8,Evening
T11945,Tech_T11945,9,Evening
T11946,Tech_T11946,6,Day
T11947,Tech_T11947,8,Evening
T11948,Tech_T11948,5,Day
T11949,Tech_T11949,3,Day
T11950,Tech_T11950,5,Evening
T11951,Tech_T11951,1,Mixed
T11952,Tech_T11952,7,Mixed
T11953,Tech_T11953,3,Mixed
T11954,Tech_T11954,3,Mixed
T11955,Tech_T11955,4,Evening
T11956,Tech_T11956,8,Mixed
T11957,Tech_T11957,9,Evening
T11958,Tech_T11958,3,Day
T11959,Tech_T11959,5,Mixed
T11960,Tech_T11960,9,Mixed
T11961,Tech_T11961,4,Mixed
T11962,Tech_T11962,7,Day
T11963,Tech_T11963,5,Evening
T11964,Tech_T11964,8,Evening
T11965,Tech_T11965,6,Day
T11966,Tech_T11966,5,Mixed
T11967,Tech_T11967,2,Day
T11968,Tech_T11968,10,Evening
T11969,Tech_T11969,7,Day
T11970,Tech_T11970,3,Evening
T11971,Tech_T11971,8,Evening
T11972,Tech_T11972,10,Mixed
T11973,Tech_T11973,3,Mixed
T11974,Tech_T11974,10,Day
T11975,Tech_T11975,6,Evening
T11976,Tech_T11976,1,Mixed
T11977,Tech_T11977,4,Day
T11978,Tech_T11978,3,Day
T11979,Tech_T11979,6,Evening
T11980,Tech_T11980,8,Evening
T11981,Tech_T11981,5,Day
T11982,Tech_T11982,3,Evening
T11983,Tech_T11983,1,Mixed
T11984,Tech_T11984,5,Evening
T11985,Tech_T11985,4,Mixed
T11986,Tech_T11986,10,Mixed
T11987,Tech_T11987,4,Mixed
T11988,Tech_T11988,10,Day
T11989,Tech_T11989,4,Mixed
T11990,Tech_T11990,2,Day
T11991,Tech_T11991,10,Day
T11992,Tech_T11992,4,Day
T11993,Tech_T11993,3,Evening
T11994,Tech_T11994,9,Evening
T11995,Tech_T11995,6,Mixed
T11996,Tech_T11996,10,Mixed
T11997,Tech_T11997,8,Day
T11998,Tech_T11998,9,Day
T11999,Tech_T11999,1,Evening
T12000,Tech_T12000,5,Mixed
T12001,Tech_T12001,2,Day
T12002,Tech_T12002,9,Evening
T12003,Tech_T12003,3,Evening
T12004,Tech_T12004,4,Mixed
T12005,Tech_T12005,10,Evening
T12006,Tech_T12006,3,Evening
T12007,Tech_T12007,8,Mixed
T12008,Tech_T12008,5,Mixed
T12009,Tech_T12009,5,Evening
T12010,Tech_T12010,7,Mixed
T12011,Tech_T12011,10,Day
T12012,Tech_T12012,1,Mixed
T12013,Tech_T12013,9,Day
T12014,Tech_T12014,6,Day
T12015,Tech_T12015,3,Day
T12016,Tech_T12016,10,Evening
T12017,Tech_T12017,3,Evening
T12018,Tech_T12018,3,Evening
T12019,Tech_T12019,7,Day
T12020,Tech_T12020,8,Evening
T12021,Tech_T12021,3,Mixed
T12022,Tech_T12022,7,Mixed
T12023,Tech_T12023,8,Evening
T12024,Tech_T12024,5,Evening
T12025,Tech_T12025,9,Day
T12026,Tech_T12026,5,Mixed
T12027,Tech_T12027,1,Day
T12028,Tech_T12028,6,Mixed
T12029,Tech_T12029,1,Day
T12030,Tech_T12030,8,Mixed
T12031,Tech_T12031,10,Evening
T12032,Tech_T12032,2,Evening
T12033,Tech_T12033,3,Mixed
T12034,Tech_T12034,4,Evening
T12035,Tech_T12035,3,Mixed
T12036,Tech_T12036,8,Mixed
T12037,Tech_T12037,6,Mixed
T12038,Tech_T12038,2,Evening
T12039,Tech_T12039,1,Mixed
T12040,Tech_T12040,3,Evening
T12041,Tech_T12041,4,Evening
T12042,Tech_T12042,10,Mixed
T12043,Tech_T12043,6,Day
T12044,Tech_T12044,4,Mixed
T12045,Tech_T12045,6,Mixed
T12046,Tech_T12046,4,Evening
T12047,Tech_T12047,2,Mixed
T12048,Tech_T12048,8,Mixed
T12049,Tech_T12049,9,Day
T12050,Tech_T12050,5,Evening
T12051,Tech_T12051,9,Evening
T12052,Tech_T12052,4,Evening
T12053,Tech_T12053,3,Evening
T12054,Tech_T12054,3,Evening
T12055,Tech_T12055,9,Day
T12056,Tech_T12056,3,Mixed
T12057,Tech_T12057,6,Day
T12058,Tech_T12058,7,Day
T12059,Tech_T12059,10,Day
T12060,Tech_T12060,10,Mixed
T12061,Tech_T12061,2,Evening
T12062,Tech_T12062,8,Day
T12063,Tech_T12063,8,Evening
T12064,Tech_T12064,6,Mixed
T12065,Tech_T12065,4,Evening
T12066,Tech_T12066,4,Evening
T12067,Tech_T12067,8,Evening
T12068,Tech_T12068,1,Evening
T12069,Tech_T12069,8,Evening
T12070,Tech_T12070,2,Mixed
T12071,Tech_T12071,9,Evening
T12072,Tech_T12072,3,Mixed
T12073,Tech_T12073,1,Mixed
T12074,Tech_T12074,5,Evening
T12075,Tech_T12075,10,Day
T12076,Tech_T12076,2,Mixed
T12077,Tech_T12077,7,Mixed
T12078,Tech_T12078,3,Evening
T12079,Tech_T12079,7,Evening
T12080,Tech_T12080,10,Evening
T12081,Tech_T12081,10,Day
T12082,Tech_T12082,1,Evening
T12083,Tech_T12083,10,Evening
T12084,Tech_T12084,10,Mixed
T12085,Tech_T12085,5,Day
T12086,Tech_T12086,1,Evening
T12087,Tech_T12087,4,Day
T12088,Tech_T12088,2,Evening
T12089,Tech_T12089,8,Mixed
T12090,Tech_T12090,9,Mixed
T12091,Tech_T12091,5,Day
T12092,Tech_T12092,9,Day
T12093,Tech_T12093,2,Day
T12094,Tech_T12094,9,Day
T12095,Tech_T12095,6,Mixed
T12096,Tech_T12096,6,Evening
T12097,Tech_T12097,9,Evening
T12098,Tech_T12098,5,Mixed
T12099,Tech_T12099,4,Mixed
T12100,Tech_T12100,5,Day
T12101,Tech_T12101,4,Evening
T12102,Tech_T12102,3,Evening
T12103,Tech_T12103,7,Day
T12104,Tech_T12104,7,Evening
T12105,Tech_T12105,1,Evening
T12106,Tech_T12106,10,Day
T12107,Tech_T12107,3,Mixed
T12108,Tech_T12108,4,Mixed
T12109,Tech_T12109,9,Evening
T12110,Tech_T12110,2,Evening
T12111,Tech_T12111,7,Mixed
T12112,Tech_T12112,7,Evening
T12113,Tech_T12113,4,Evening
T12114,Tech_T12114,7,Evening
T12115,Tech_T12115,10,Mixed
T12116,Tech_T12116,9,Evening
T12117,Tech_T12117,9,Evening
T12118,Tech_T12118,2,Mixed
T12119,Tech_T12119,10,Evening
T12120,Tech_T12120,4,Mixed
T12121,Tech_T12121,3,Evening
T12122,Tech_T12122,5,Evening
T12123,Tech_T12123,9,Day
T12124,Tech_T12124,2,Evening
T12125,Tech_T12125,9,Day
T12126,Tech_T12126,6,Day
T12127,Tech_T12127,6,Evening
T12128,Tech_T12128,10,Day
T12129,Tech_T12129,5,Day
T12130,Tech_T12130,1,Evening
T12131,Tech_T12131,9,Evening
T12132,Tech_T12132,3,Mixed
T12133,Tech_T12133,4,Mixed
T12134,Tech_T12134,7,Day
T12135,Tech_T12135,9,Evening
T12136,Tech_T12136,9,Evening
T12137,Tech_T12137,9,Mixed
T12138,Tech_T12138,2,Day
T12139,Tech_T12139,8,Evening
T12140,Tech_T12140,8,Evening
T12141,Tech_T12141,2,Evening
T12142,Tech_T12142,4,Mixed
T12143,Tech_T12143,1,Evening
T12144,Tech_T12144,6,Evening
T12145,Tech_T12145,10,Mixed
T12146,Tech_T12146,8,Mixed
T12147,Tech_T12147,5,Evening
T12148,Tech_T12148,6,Evening
T12149,Tech_T12149,8,Evening
T12150,Tech_T12150,1,Day
T12151,Tech_T12151,10,Mixed
T12152,Tech_T12152,4,Mixed
T12153,Tech_T12153,1,Mixed
T12154,Tech_T12154,8,Day
T12155,Tech_T12155,4,Evening
T12156,Tech_T12156,10,Mixed
T12157,Tech_T12157,2,Evening
T12158,Tech_T12158,9,Day
T12159,Tech_T12159,7,Evening
T12160,Tech_T12160,9,Mixed
T12161,Tech_T12161,2,Day
T12162,Tech_T12162,10,Day
T12163,Tech_T12163,5,Day
T12164,Tech_T12164,4,Mixed
T12165,Tech_T12165,3,Mixed
T12166,Tech_T12166,2,Mixed
T12167,Tech_T12167,5,Evening
T12168,Tech_T12168,8,Mixed
T12169,Tech_T12169,3,Evening
T12170,Tech_T12170,5,Mixed
T12171,Tech_T12171,3,Day
T12172,Tech_T12172,9,Evening
T12173,Tech_T12173,7,Mixed
T12174,Tech_T12174,8,Evening
T12175,Tech_T12175,7,Evening
T12176,Tech_T12176,3,Evening
T12177,Tech_T12177,7,Day
T12178,Tech_T12178,9,Day
T12179,Tech_T12179,9,Day
T12180,Tech_T12180,10,Day
T12181,Tech_T12181,10,Mixed
T12182,Tech_T12182,8,Mixed
T12183,Tech_T12183,1,Evening
T12184,Tech_T12184,9,Evening
T12185,Tech_T12185,8,Evening
T12186,Tech_T12186,6,Evening
T12187,Tech_T12187,3,Day
T12188,Tech_T12188,10,Evening
T12189,Tech_T12189,3,Day
T12190,Tech_T12190,8,Mixed
T12191,Tech_T12191,2,Day
T12192,Tech_T12192,6,Mixed
T12193,Tech_T12193,5,Day
T12194,Tech_T12194,2,Mixed
T12195,Tech_T12195,10,Evening
T12196,Tech_T12196,1,Mixed
T12197,Tech_T12197,1,Mixed
T12198,Tech_T12198,2,Mixed
T12199,Tech_T12199,10,Evening
T12200,Tech_T12200,5,Mixed
T12201,Tech_T12201,10,Day
T12202,Tech_T12202,2,Mixed
T12203,Tech_T12203,9,Mixed
T12204,Tech_T12204,5,Day
T12205,Tech_T12205,9,Mixed
T12206,Tech_T12206,2,Mixed
T12207,Tech_T12207,10,Day
T12208,Tech_T12208,8,Day
T12209,Tech_T12209,4,Mixed
T12210,Tech_T12210,2,Day
T12211,Tech_T12211,4,Mixed
T12212,Tech_T12212,5,Mixed
T12213,Tech_T12213,5,Evening
T12214,Tech_T12214,6,Evening
T12215,Tech_T12215,7,Day
T12216,Tech_T12216,1,Evening
T12217,Tech_T12217,10,Mixed
T12218,Tech_T12218,2,Evening
T12219,Tech_T12219,1,Day
T12220,Tech_T12220,3,Day
T12221,Tech_T12221,3,Mixed
T12222,Tech_T12222,9,Evening
T12223,Tech_T12223,2,Day
T12224,Tech_T12224,5,Day
T12225,Tech_T12225,3,Day
T12226,Tech_T12226,7,Mixed
T12227,Tech_T12227,3,Evening
T12228,Tech_T12228,1,Day
T12229,Tech_T12229,6,Day
T12230,Tech_T12230,5,Mixed
T12231,Tech_T12231,3,Day
T12232,Tech_T12232,9,Mixed
T12233,Tech_T12233,7,Mixed
T12234,Tech_T12234,2,Mixed
T12235,Tech_T12235,3,Day
T12236,Tech_T12236,1,Mixed
T12237,Tech_T12237,6,Day
T12238,Tech_T12238,8,Evening
T12239,Tech_T12239,3,Evening
T12240,Tech_T12240,7,Day
T12241,Tech_T12241,8,Day
T12242,Tech_T12242,2,Evening
T12243,Tech_T12243,6,Mixed
T12244,Tech_T12244,6,Day
T12245,Tech_T12245,4,Day
T12246,Tech_T12246,8,Evening
T12247,Tech_T12247,3,Day
T12248,Tech_T12248,2,Mixed
T12249,Tech_T12249,6,Mixed
T12250,Tech_T12250,5,Mixed
T12251,Tech_T12251,3,Mixed
T12252,Tech_T12252,9,Evening
T12253,Tech_T12253,6,Mixed
T12254,Tech_T12254,2,Mixed
T12255,Tech_T12255,2,Mixed
T12256,Tech_T12256,10,Evening
T12257,Tech_T12257,3,Mixed
T12258,Tech_T12258,6,Mixed
T12259,Tech_T12259,4,Mixed
T12260,Tech_T12260,9,Evening
T12261,Tech_T12261,4,Mixed
T12262,Tech_T12262,4,Mixed
T12263,Tech_T12263,8,Day
T12264,Tech_T12264,4,Mixed
T12265,Tech_T12265,1,Evening
T12266,Tech_T12266,5,Evening
T12267,Tech_T12267,4,Day
T12268,Tech_T12268,6,Evening
T12269,Tech_T12269,7,Day
T12270,Tech_T12270,4,Day
T12271,Tech_T12271,1,Mixed
T12272,Tech_T12272,5,Mixed
T12273,Tech_T12273,7,Evening
T12274,Tech_T12274,8,Mixed
T12275,Tech_T12275,5,Mixed
T12276,Tech_T12276,5,Evening
T12277,Tech_T12277,10,Evening
T12278,Tech_T12278,6,Mixed
T12279,Tech_T12279,10,Evening
T12280,Tech_T12280,1,Day
T12281,Tech_T12281,10,Evening
T12282,Tech_T12282,8,Day
T12283,Tech_T12283,8,Mixed
T12284,Tech_T12284,9,Mixed
T12285,Tech_T12285,2,Mixed
T12286,Tech_T12286,6,Mixed
T12287,Tech_T12287,2,Mixed
T12288,Tech_T12288,4,Mixed
T12289,Tech_T12289,2,Evening
T12290,Tech_T12290,7,Day
T12291,Tech_T12291,2,Mixed
T12292,Tech_T12292,7,Day
T12293,Tech_T12293,10,Evening
T12294,Tech_T12294,9,Mixed
T12295,Tech_T12295,10,Mixed
T12296,Tech_T12296,2,Mixed
T12297,Tech_T12297,2,Day
T12298,Tech_T12298,9,Day
T12299,Tech_T12299,7,Day
T12300,Tech_T12300,4,Evening
T12301,Tech_T12301,5,Mixed
T12302,Tech_T12302,10,Mixed
T12303,Tech_T12303,3,Evening
T12304,Tech_T12304,3,Day
T12305,Tech_T12305,1,Mixed
T12306,Tech_T12306,5,Evening
T12307,Tech_T12307,7,Evening
T12308,Tech_T12308,9,Day
T12309,Tech_T12309,1,Day
T12310,Tech_T12310,7,Mixed
T12311,Tech_T12311,10,Evening
T12312,Tech_T12312,7,Mixed
T12313,Tech_T12313,2,Mixed
T12314,Tech_T12314,8,Day
T12315,Tech_T12315,6,Mixed
T12316,Tech_T12316,3,Mixed
T12317,Tech_T12317,2,Evening
T12318,Tech_T12318,2,Evening
T12319,Tech_T12319,9,Mixed
T12320,Tech_T12320,3,Evening
T12321,Tech_T12321,2,Mixed
T12322,Tech_T12322,7,Evening
T12323,Tech_T12323,9,Mixed
T12324,Tech_T12324,1,Evening
T12325,Tech_T12325,1,Day
T12326,Tech_T12326,9,Mixed
T12327,Tech_T12327,3,Mixed
T12328,Tech_T12328,7,Day
T12329,Tech_T12329,9,Day
T12330,Tech_T12330,9,Evening
T12331,Tech_T12331,7,Mixed
T12332,Tech_T12332,1,Day
T12333,Tech_T12333,10,Day
T12334,Tech_T12334,3,Evening
T12335,Tech_T12335,10,Mixed
T12336,Tech_T12336,3,Day
T12337,Tech_T12337,5,Evening
T12338,Tech_T12338,9,Day
T12339,Tech_T12339,8,Evening
T12340,Tech_T12340,5,Day
T12341,Tech_T12341,8,Mixed
T12342,Tech_T12342,4,Day
T12343,Tech_T12343,8,Day
T12344,Tech_T12344,8,Mixed
T12345,Tech_T12345,9,Mixed
T12346,Tech_T12346,5,Evening
T12347,Tech_T12347,3,Evening
T12348,Tech_T12348,4,Mixed
T12349,Tech_T12349,9,Evening
T12350,Tech_T12350,5,Day
T12351,Tech_T12351,10,Day
T12352,Tech_T12352,6,Evening
T12353,Tech_T12353,10,Mixed
T12354,Tech_T12354,6,Day
T12355,Tech_T12355,4,Mixed
T12356,Tech_T12356,5,Evening
T12357,Tech_T12357,9,Evening
T12358,Tech_T12358,10,Mixed
T12359,Tech_T12359,5,Day
T12360,Tech_T12360,2,Evening
T12361,Tech_T12361,1,Evening
T12362,Tech_T12362,2,Evening
T12363,Tech_T12363,10,Day
T12364,Tech_T12364,4,Mixed
T12365,Tech_T12365,7,Evening
T12366,Tech_T12366,9,Day
T12367,Tech_T12367,2,Day
T12368,Tech_T12368,3,Mixed
T12369,Tech_T12369,5,Mixed
T12370,Tech_T12370,3,Evening
T12371,Tech_T12371,9,Day
T12372,Tech_T12372,4,Mixed
T12373,Tech_T12373,6,Day
T12374,Tech_T12374,1,Day
T12375,Tech_T12375,5,Evening
T12376,Tech_T12376,1,Mixed
T12377,Tech_T12377,10,Mixed
T12378,Tech_T12378,9,Evening
T12379,Tech_T12379,4,Day
T12380,Tech_T12380,6,Mixed
T12381,Tech_T12381,3,Day
T12382,Tech_T12382,10,Day
T12383,Tech_T12383,6,Day
T12384,Tech_T12384,3,Evening
T12385,Tech_T12385,1,Evening
T12386,Tech_T12386,9,Mixed
T12387,Tech_T12387,7,Mixed
T12388,Tech_T12388,1,Mixed
T12389,Tech_T12389,9,Mixed
T12390,Tech_T12390,4,Evening
T12391,Tech_T12391,9,Day
T12392,Tech_T12392,2,Day
T12393,Tech_T12393,4,Evening
T12394,Tech_T12394,4,Day
T12395,Tech_T12395,6,Evening
T12396,Tech_T12396,6,Mixed
T12397,Tech_T12397,6,Day
T12398,Tech_T12398,6,Day
T12399,Tech_T12399,8,Mixed
T12400,Tech_T12400,1,Evening
T12401,Tech_T12401,8,Mixed
T12402,Tech_T12402,6,Evening
T12403,Tech_T12403,8,Mixed
T12404,Tech_T12404,8,Mixed
T12405,Tech_T12405,8,Day
T12406,Tech_T12406,2,Day
T12407,Tech_T12407,4,Evening
T12408,Tech_T12408,2,Day
T12409,Tech_T12409,2,Mixed
T12410,Tech_T12410,10,Mixed
T12411,Tech_T12411,5,Day
T12412,Tech_T12412,6,Day
T12413,Tech_T12413,4,Mixed
T12414,Tech_T12414,5,Day
T12415,Tech_T12415,7,Day
T12416,Tech_T12416,10,Evening
T12417,Tech_T12417,6,Day
T12418,Tech_T12418,7,Evening
T12419,Tech_T12419,7,Day
T12420,Tech_T12420,2,Day
T12421,Tech_T12421,8,Day
T12422,Tech_T12422,6,Mixed
T12423,Tech_T12423,1,Day
T12424,Tech_T12424,3,Mixed
T12425,Tech_T12425,5,Evening
T12426,Tech_T12426,1,Evening
T12427,Tech_T12427,6,Day
T12428,Tech_T12428,9,Mixed
T12429,Tech_T12429,3,Mixed
T12430,Tech_T12430,3,Mixed
T12431,Tech_T12431,4,Day
T12432,Tech_T12432,6,Evening
T12433,Tech_T12433,6,Evening
T12434,Tech_T12434,2,Mixed
T12435,Tech_T12435,9,Evening
T12436,Tech_T12436,1,Day
T12437,Tech_T12437,1,Evening
T12438,Tech_T12438,5,Evening
T12439,Tech_T12439,3,Mixed
T12440,Tech_T12440,5,Evening
T12441,Tech_T12441,2,Mixed
T12442,Tech_T12442,2,Mixed
T12443,Tech_T12443,10,Mixed
T12444,Tech_T12444,6,Mixed
T12445,Tech_T12445,10,Evening
T12446,Tech_T12446,2,Mixed
T12447,Tech_T12447,6,Evening
T12448,Tech_T12448,9,Evening
T12449,Tech_T12449,7,Evening
T12450,Tech_T12450,3,Mixed
T12451,Tech_T12451,4,Mixed
T12452,Tech_T12452,4,Evening
T12453,Tech_T12453,5,Mixed
T12454,Tech_T12454,10,Evening
T12455,Tech_T12455,8,Evening
T12456,Tech_T12456,9,Day
T12457,Tech_T12457,5,Mixed
T12458,Tech_T12458,4,Mixed
T12459,Tech_T12459,8,Day
T12460,Tech_T12460,7,Day
T12461,Tech_T12461,3,Mixed
T12462,Tech_T12462,9,Mixed
T12463,Tech_T12463,1,Evening
T12464,Tech_T12464,1,Evening
T12465,Tech_T12465,6,Day
T12466,Tech_T12466,7,Evening
T12467,Tech_T12467,6,Day
T12468,Tech_T12468,6,Mixed
T12469,Tech_T12469,8,Day
T12470,Tech_T12470,3,Evening
T12471,Tech_T12471,4,Evening
T12472,Tech_T12472,10,Mixed
T12473,Tech_T12473,1,Evening
T12474,Tech_T12474,4,Mixed
T12475,Tech_T12475,6,Mixed
T12476,Tech_T12476,3,Day
T12477,Tech_T12477,9,Day
T12478,Tech_T12478,2,Day
T12479,Tech_T12479,3,Evening
T12480,Tech_T12480,9,Day
T12481,Tech_T12481,10,Evening
T12482,Tech_T12482,8,Mixed
T12483,Tech_T12483,6,Day
T12484,Tech_T12484,4,Day
T12485,Tech_T12485,3,Evening
T12486,Tech_T12486,5,Evening
T12487,Tech_T12487,8,Mixed
T12488,Tech_T12488,7,Mixed
T12489,Tech_T12489,4,Mixed
T12490,Tech_T12490,3,Evening
T12491,Tech_T12491,5,Day
T12492,Tech_T12492,2,Day
T12493,Tech_T12493,1,Mixed
T12494,Tech_T12494,2,Day
T12495,Tech_T12495,6,Day
T12496,Tech_T12496,2,Evening
T12497,Tech_T12497,10,Day
T12498,Tech_T12498,7,Evening
T12499,Tech_T12499,8,Day
T12500,Tech_T12500,1,Evening
T12501,Tech_T12501,10,Evening
T12502,Tech_T12502,9,Evening
T12503,Tech_T12503,2,Evening
T12504,Tech_T12504,3,Day
T12505,Tech_T12505,8,Day
T12506,Tech_T12506,4,Mixed
T12507,Tech_T12507,6,Evening
T12508,Tech_T12508,8,Mixed
T12509,Tech_T12509,1,Evening
T12510,Tech_T12510,8,Evening
T12511,Tech_T12511,6,Day
T12512,Tech_T12512,5,Evening
T12513,Tech_T12513,2,Mixed
T12514,Tech_T12514,1,Evening
T12515,Tech_T12515,9,Evening
T12516,Tech_T12516,8,Day
T12517,Tech_T12517,6,Evening
T12518,Tech_T12518,4,Evening
T12519,Tech_T12519,6,Evening
T12520,Tech_T12520,5,Mixed
T12521,Tech_T12521,6,Evening
T12522,Tech_T12522,7,Day
T12523,Tech_T12523,5,Evening
T12524,Tech_T12524,3,Mixed
T12525,Tech_T12525,5,Mixed
T12526,Tech_T12526,9,Mixed
T12527,Tech_T12527,6,Day
T12528,Tech_T12528,4,Evening
T12529,Tech_T12529,4,Evening
T12530,Tech_T12530,3,Evening
T12531,Tech_T12531,8,Mixed
T12532,Tech_T12532,9,Mixed
