drug_id,drug_name,drug_class,form,strength,stock_on_hand,reorder_level,lead_time_days,unit_cost,expiry_date
D10243,STAT_D10243,Antibiotic,Syrup,50mg,289,48,25,120.84,2026-12-17
D10244,STAT_D10244,Antidiabetic,Syrup,100mg,292,34,17,84.34,2025-10-30
D10245,STAT_D10245,Antidepressant,Capsule,10mg,48,26,26,96.87,2026-12-16
D10246,STAT_D10246,Antidepressant,Injection,5mg,247,22,22,9.79,2026-03-27
D10247,STAT_D10247,Analgesic,Injection,50mg,18,66,11,151.72,2026-04-08
D10248,STAT_D10248,Antidiabetic,Tablet,5mg,367,70,28,188,2024-11-15
D10249,STAT_D10249,Antihypertensive,Tablet,10mg,76,41,14,43.23,2025-06-17
D10250,STAT_D10250,Antibiotic,Injection,20mg,152,43,5,189.38,2025-12-07
D10251,STAT_D10251,Antihypertensive,Tablet,5mg,348,75,11,144.16,2024-07-14
D10252,STAT_D10252,Antibiotic,Tablet,50mg,362,87,2,36.87,2024-02-07
D10253,STAT_D10253,Antidiabetic,Tablet,5mg,54,35,3,77.15,2025-08-21
D10254,STAT_D10254,Antihypertensive,Capsule,100mg,7,39,4,12.82,2024-05-24
D10255,STAT_D10255,Analgesic,Syrup,100mg,291,88,21,7.11,2025-07-12
D10256,STAT_D10256,Antibiotic,Capsule,100mg,191,38,1,91.08,2025-01-16
D10257,STAT_D10257,Antibiotic,Tablet,20mg,21,34,4,148.77,2024-12-27
D10258,STAT_D10258,Analgesic,Syrup,10mg,67,78,3,115.18,2025-11-30
D10259,STAT_D10259,Antihypertensive,Capsule,50mg,69,68,8,51.45,2026-01-11
D10260,STAT_D10260,Antibiotic,Syrup,10mg,160,32,26,141.51,2025-01-09
D10261,STAT_D10261,Antibiotic,Syrup,20mg,300,52,14,55.34,2025-01-26
D10262,STAT_D10262,Analgesic,Syrup,10mg,195,43,18,81.26,2025-11-24
D10263,STAT_D10263,Antidiabetic,Tablet,20mg,182,72,21,18.22,2024-10-17
D10264,STAT_D10264,Analgesic,Syrup,100mg,435,36,10,57.21,2025-02-19
D10265,STAT_D10265,Analgesic,Syrup,20mg,180,24,20,138.95,2025-01-14
D10266,STAT_D10266,Analgesic,Tablet,5mg,351,34,22,196.33,2026-01-28
D10267,STAT_D10267,Antidepressant,Capsule,20mg,317,66,22,148.81,2024-02-21
D10268,STAT_D10268,Antidiabetic,Tablet,10mg,157,80,12,158.13,2026-11-25
D10269,STAT_D10269,Antihypertensive,Injection,20mg,407,59,19,20.72,2025-04-01
D10270,STAT_D10270,Antidepressant,Injection,5mg,327,65,1,109.8,2025-08-29
D10271,STAT_D10271,Antihypertensive,Injection,10mg,235,42,16,122.26,2025-09-24
D10272,STAT_D10272,Antihypertensive,Capsule,50mg,430,24,4,172.3,2026-10-13
D10273,STAT_D10273,Antidepressant,Syrup,20mg,12,68,26,162.85,2024-12-27
D10274,STAT_D10274,Antidepressant,Tablet,50mg,195,84,1,157.59,2025-11-17
D10275,STAT_D10275,Antidepressant,Capsule,50mg,280,51,6,34.19,2025-07-02
D10276,STAT_D10276,Antihypertensive,Injection,10mg,265,75,7,17.01,2025-02-09
D10277,STAT_D10277,Antibiotic,Capsule,100mg,69,44,13,89.54,2025-04-09
D10278,STAT_D10278,Antidiabetic,Injection,50mg,93,63,20,111.99,2026-12-23
D10279,STAT_D10279,Antidiabetic,Capsule,20mg,53,90,20,194.75,2026-08-14
D10280,STAT_D10280,Antidiabetic,Tablet,10mg,24,82,27,166.8,2024-09-08
D10281,STAT_D10281,Analgesic,Injection,10mg,382,29,4,70.92,2025-07-15
D10282,STAT_D10282,Antibiotic,Tablet,100mg,193,98,20,69.12,2026-06-15
D10283,STAT_D10283,Antidiabetic,Capsule,20mg,378,25,12,101.96,2025-04-15
D10284,STAT_D10284,Antibiotic,Injection,50mg,130,37,18,84.81,2025-06-28
D10285,STAT_D10285,Analgesic,Capsule,20mg,430,73,5,28.73,2025-05-09
D10286,STAT_D10286,Analgesic,Tablet,10mg,454,78,28,101.91,2026-04-28
D10287,STAT_D10287,Antidiabetic,Capsule,20mg,143,28,11,137.83,2025-11-15
D10288,STAT_D10288,Analgesic,Capsule,20mg,42,58,8,168.15,2024-05-07
D10289,STAT_D10289,Antidepressant,Tablet,5mg,448,81,16,121.48,2024-03-16
D10290,STAT_D10290,Antihypertensive,Injection,20mg,19,64,29,32.09,2026-03-20
D10291,STAT_D10291,Analgesic,Tablet,20mg,382,59,22,133.85,2026-06-17
D10292,STAT_D10292,Antidepressant,Syrup,50mg,153,33,15,55.15,2026-07-21
D10293,STAT_D10293,Antidiabetic,Tablet,5mg,223,26,14,116.75,2026-09-14
D10294,STAT_D10294,Antihypertensive,Injection,20mg,56,49,1,65.28,2025-05-29
D10295,STAT_D10295,Analgesic,Tablet,50mg,146,54,17,83.52,2026-12-21
D10296,STAT_D10296,Antidiabetic,Syrup,100mg,161,71,5,168.51,2026-01-09
D10297,STAT_D10297,Antidepressant,Injection,10mg,479,54,14,39.71,2025-12-22
D10298,STAT_D10298,Antihypertensive,Tablet,100mg,59,42,14,135.42,2026-11-03
D10299,STAT_D10299,Antidiabetic,Tablet,100mg,473,24,5,89.05,2024-05-06
D10300,STAT_D10300,Analgesic,Injection,10mg,375,88,15,24.9,2024-03-28
D10301,STAT_D10301,Antihypertensive,Syrup,5mg,294,26,14,191.91,2024-07-17
D10302,STAT_D10302,Antidepressant,Injection,50mg,100,33,20,36.85,2025-04-12
D10303,STAT_D10303,Analgesic,Injection,50mg,164,87,7,178.27,2024-08-17
D10304,STAT_D10304,Antihypertensive,Syrup,20mg,267,92,10,38.94,2025-02-15
D10305,STAT_D10305,Analgesic,Tablet,10mg,289,50,16,118.62,2025-05-06
D10306,STAT_D10306,Analgesic,Syrup,5mg,15,62,13,162.94,2024-11-20
D10307,STAT_D10307,Antihypertensive,Tablet,50mg,250,30,10,94.54,2024-11-26
D10308,STAT_D10308,Antihypertensive,Capsule,100mg,271,44,14,80.62,2025-11-27
D10309,STAT_D10309,Analgesic,Syrup,50mg,251,85,19,47.21,2026-08-12
D10310,STAT_D10310,Antidiabetic,Tablet,100mg,383,21,8,198.31,2025-10-18
D10311,STAT_D10311,Antidiabetic,Capsule,100mg,302,96,23,134.45,2024-01-21
D10312,STAT_D10312,Antibiotic,Syrup,5mg,281,54,14,170.61,2024-01-14
D10313,STAT_D10313,Antibiotic,Capsule,20mg,486,76,23,174.61,2025-07-18
D10314,STAT_D10314,Antidepressant,Syrup,5mg,490,38,22,101.39,2025-08-03
D10315,STAT_D10315,Analgesic,Syrup,5mg,221,42,17,122.27,2026-04-02
D10316,STAT_D10316,Antihypertensive,Capsule,100mg,397,71,20,153.27,2024-12-31
D10317,STAT_D10317,Antibiotic,Syrup,10mg,42,73,24,121.29,2026-01-16
D10318,STAT_D10318,Analgesic,Syrup,5mg,367,59,20,37.48,2025-08-06
D10319,STAT_D10319,Antidiabetic,Tablet,20mg,275,81,11,89.68,2026-10-12
D10320,STAT_D10320,Antibiotic,Tablet,5mg,437,82,13,41.72,2024-05-13
D10321,STAT_D10321,Antidepressant,Capsule,50mg,234,46,10,135.82,2026-06-14
D10322,STAT_D10322,Antihypertensive,Capsule,10mg,6,48,15,61.11,2025-12-26
D10323,STAT_D10323,Antibiotic,Injection,20mg,358,66,20,63.27,2024-09-06
D10324,STAT_D10324,Antidepressant,Tablet,50mg,420,34,25,86.41,2024-08-27
D10325,STAT_D10325,Antidiabetic,Injection,100mg,50,53,27,17.47,2025-02-16
D10326,STAT_D10326,Antihypertensive,Injection,100mg,335,31,25,55.12,2024-08-30
D10327,STAT_D10327,Antidiabetic,Tablet,50mg,0,50,28,115.1,2026-09-04
D10328,STAT_D10328,Antidiabetic,Capsule,5mg,144,46,6,147.8,2025-06-07
D10329,STAT_D10329,Antihypertensive,Capsule,20mg,415,100,9,148.72,2025-02-04
D10330,STAT_D10330,Antihypertensive,Capsule,100mg,215,93,30,197.35,2024-10-08
D10331,STAT_D10331,Antihypertensive,Tablet,20mg,453,44,12,140.22,2026-04-24
D10332,STAT_D10332,Analgesic,Capsule,50mg,377,43,20,87.42,2025-11-24
D10333,STAT_D10333,Antidepressant,Capsule,10mg,85,79,26,80.73,2024-01-08
D10334,STAT_D10334,Antihypertensive,Tablet,50mg,38,93,9,64.29,2025-08-07
D10335,STAT_D10335,Antihypertensive,Capsule,20mg,373,49,9,98.92,2026-11-13
D10336,STAT_D10336,Antibiotic,Tablet,100mg,308,96,28,169.19,2026-05-30
D10337,STAT_D10337,Analgesic,Tablet,10mg,499,35,15,40.07,2026-11-21
D10338,STAT_D10338,Antibiotic,Capsule,100mg,41,48,26,114.72,2025-04-25
D10339,STAT_D10339,Antihypertensive,Injection,50mg,316,80,7,21.3,2026-11-13
D10340,STAT_D10340,Antihypertensive,Capsule,50mg,429,34,18,168.07,2026-08-31
D10341,STAT_D10341,Antidepressant,Injection,5mg,302,28,7,23.78,2024-09-18
D10342,STAT_D10342,Analgesic,Syrup,20mg,98,78,26,188.38,2026-09-19
D10343,STAT_D10343,Antidiabetic,Tablet,100mg,304,93,13,19.96,2024-12-03
D10344,STAT_D10344,Antidiabetic,Capsule,10mg,379,26,27,114.35,2026-05-21
D10345,STAT_D10345,Antidepressant,Injection,100mg,385,32,19,186.54,2024-06-13
D10346,STAT_D10346,Antidepressant,Syrup,20mg,375,56,19,194.45,2026-07-02
D10347,STAT_D10347,Analgesic,Capsule,10mg,416,52,20,138.56,2025-05-13
D10348,STAT_D10348,Antihypertensive,Capsule,20mg,386,50,1,13.33,2026-11-11
D10349,STAT_D10349,Antibiotic,Tablet,10mg,156,66,19,118.67,2026-07-27
D10350,STAT_D10350,Antibiotic,Injection,50mg,35,37,20,16.01,2026-08-15
D10351,STAT_D10351,Antibiotic,Capsule,50mg,407,85,19,40.63,2025-04-09
D10352,STAT_D10352,Antihypertensive,Tablet,5mg,483,35,25,193.99,2026-02-20
D10353,STAT_D10353,Analgesic,Syrup,20mg,200,70,29,28.85,2026-06-15
D10354,STAT_D10354,Antihypertensive,Capsule,100mg,372,32,4,51.36,2025-03-09
D10355,STAT_D10355,Antihypertensive,Syrup,20mg,155,80,24,108.22,2024-03-01
D10356,STAT_D10356,Antihypertensive,Tablet,10mg,468,54,29,15.97,2025-06-19
D10357,STAT_D10357,Analgesic,Tablet,5mg,340,66,11,74.23,2025-04-17
D10358,STAT_D10358,Antibiotic,Capsule,5mg,31,88,30,113.85,2024-10-10
D10359,STAT_D10359,Antidepressant,Injection,50mg,142,78,11,38.82,2025-11-29
D10360,STAT_D10360,Antibiotic,Syrup,20mg,453,30,4,20.6,2024-03-28
D10361,STAT_D10361,Antidiabetic,Injection,100mg,254,29,9,132.68,2025-12-02
D10362,STAT_D10362,Antidiabetic,Injection,50mg,152,75,25,20.53,2026-06-05
D10363,STAT_D10363,Antibiotic,Tablet,5mg,34,64,23,96.09,2024-03-26
D10364,STAT_D10364,Antidepressant,Tablet,100mg,390,25,26,76.56,2026-04-27
D10365,STAT_D10365,Antidiabetic,Injection,50mg,229,20,10,54.64,2025-10-16
D10366,STAT_D10366,Analgesic,Capsule,5mg,363,36,19,101.96,2025-11-28
D10367,STAT_D10367,Antibiotic,Tablet,50mg,217,38,16,10.38,2025-06-24
D10368,STAT_D10368,Antihypertensive,Capsule,10mg,123,50,20,61.59,2026-10-15
D10369,STAT_D10369,Antihypertensive,Tablet,5mg,225,41,16,119.46,2024-07-27
D10370,STAT_D10370,Antihypertensive,Injection,100mg,282,34,9,186.09,2026-03-31
D10371,STAT_D10371,Analgesic,Syrup,10mg,34,91,2,83.68,2024-11-22
D10372,STAT_D10372,Analgesic,Injection,10mg,446,58,29,128.35,2024-02-05
D10373,STAT_D10373,Antibiotic,Capsule,50mg,441,71,15,118.1,2026-01-03
D10374,STAT_D10374,Antidepressant,Tablet,20mg,197,99,1,7.68,2024-02-24
D10375,STAT_D10375,Analgesic,Injection,10mg,286,84,8,84.01,2024-03-12
D10376,STAT_D10376,Antidiabetic,Tablet,20mg,42,78,8,53.43,2024-05-20
D10377,STAT_D10377,Antidepressant,Injection,20mg,86,42,2,10.38,2025-03-21
D10378,STAT_D10378,Antidiabetic,Syrup,50mg,184,43,27,164.99,2025-03-24
D10379,STAT_D10379,Antidepressant,Capsule,5mg,349,79,25,73.64,2025-01-28
D10380,STAT_D10380,Antidepressant,Injection,100mg,241,49,17,169.21,2026-07-07
D10381,STAT_D10381,Antihypertensive,Capsule,10mg,107,69,8,192.48,2026-10-15
D10382,STAT_D10382,Analgesic,Syrup,20mg,380,25,13,41.61,2024-04-23
D10383,STAT_D10383,Analgesic,Capsule,100mg,248,75,30,59.6,2025-08-19
D10384,STAT_D10384,Antihypertensive,Injection,10mg,333,91,1,30.41,2026-09-09
D10385,STAT_D10385,Antidiabetic,Tablet,100mg,446,61,6,150.59,2024-07-08
D10386,STAT_D10386,Antihypertensive,Capsule,5mg,343,22,1,123.78,2025-07-07
D10387,STAT_D10387,Antidiabetic,Syrup,5mg,386,68,15,27.51,2025-04-17
D10388,STAT_D10388,Antibiotic,Capsule,10mg,389,48,17,129.37,2026-06-10
D10389,STAT_D10389,Analgesic,Syrup,50mg,69,85,23,166.04,2024-04-30
D10390,STAT_D10390,Antibiotic,Syrup,10mg,152,29,10,47.31,2026-12-24
D10391,STAT_D10391,Antidepressant,Tablet,10mg,439,31,5,131.06,2024-09-02
D10392,STAT_D10392,Antihypertensive,Capsule,100mg,332,46,21,94.46,2026-11-30
D10393,STAT_D10393,Antidiabetic,Tablet,50mg,20,68,22,53.13,2025-04-23
D10394,STAT_D10394,Antidepressant,Syrup,10mg,432,62,11,45.97,2025-12-12
D10395,STAT_D10395,Antidiabetic,Syrup,10mg,445,99,18,138.49,2026-11-05
D10396,STAT_D10396,Antidepressant,Injection,5mg,66,87,21,88.83,2026-05-31
D10397,STAT_D10397,Analgesic,Syrup,5mg,328,35,15,196.15,2026-03-30
D10398,STAT_D10398,Antidiabetic,Tablet,50mg,202,73,23,123.47,2026-07-16
D10399,STAT_D10399,Antidiabetic,Capsule,50mg,284,69,24,14.87,2025-04-27
D10400,STAT_D10400,Antidepressant,Syrup,100mg,364,34,5,47.93,2026-10-19
D10401,STAT_D10401,Antibiotic,Syrup,5mg,271,57,8,54.98,2024-08-14
D10402,STAT_D10402,Antidiabetic,Syrup,10mg,318,70,8,76.52,2026-09-25
D10403,STAT_D10403,Antihypertensive,Capsule,10mg,209,73,16,135.58,2025-06-09
D10404,STAT_D10404,Antibiotic,Capsule,100mg,444,79,15,87.94,2026-12-28
D10405,STAT_D10405,Antihypertensive,Injection,10mg,421,87,28,31.36,2026-07-20
D10406,STAT_D10406,Antibiotic,Capsule,50mg,179,29,7,124.86,2025-05-12
D10407,STAT_D10407,Antihypertensive,Injection,5mg,266,85,12,195.54,2025-01-08
D10408,STAT_D10408,Antidiabetic,Injection,50mg,300,27,10,197.05,2025-01-21
D10409,STAT_D10409,Antihypertensive,Tablet,20mg,426,66,12,183.98,2024-09-29
D10410,STAT_D10410,Antibiotic,Capsule,50mg,435,77,9,57.12,2024-12-20
D10411,STAT_D10411,Antidiabetic,Tablet,50mg,354,54,26,160.42,2024-10-29
D10412,STAT_D10412,Analgesic,Syrup,50mg,391,86,6,61.8,2025-03-31
D10413,STAT_D10413,Antibiotic,Capsule,100mg,40,34,14,104.48,2025-01-10
D10414,STAT_D10414,Antibiotic,Tablet,100mg,358,100,10,86.97,2025-04-14
D10415,STAT_D10415,Antihypertensive,Syrup,10mg,138,74,2,15.32,2026-01-30
D10416,STAT_D10416,Antidepressant,Syrup,50mg,168,43,28,73.2,2024-08-13
D10417,STAT_D10417,Analgesic,Capsule,20mg,277,96,14,167.96,2024-11-12
D10418,STAT_D10418,Antihypertensive,Syrup,50mg,472,96,30,158.56,2026-03-02
D10419,STAT_D10419,Antibiotic,Syrup,20mg,322,55,4,148.64,2024-06-05
D10420,STAT_D10420,Antidepressant,Syrup,10mg,156,80,26,175.27,2025-01-10
D10421,STAT_D10421,Antihypertensive,Capsule,100mg,475,76,24,175.96,2024-04-21
D10422,STAT_D10422,Antihypertensive,Syrup,50mg,68,38,29,156.28,2026-10-08
D10423,STAT_D10423,Antibiotic,Injection,20mg,84,54,16,73.67,2025-05-04
D10424,STAT_D10424,Antihypertensive,Injection,50mg,358,48,9,191.49,2024-08-28
D10425,STAT_D10425,Antidepressant,Tablet,5mg,409,61,29,30.79,2024-12-28
D10426,STAT_D10426,Antidepressant,Tablet,5mg,377,89,11,110.87,2025-01-27
D10427,STAT_D10427,Antidepressant,Capsule,100mg,144,64,6,124.73,2024-09-30
D10428,STAT_D10428,Antidepressant,Injection,100mg,487,82,20,151.7,2026-05-15
D10429,STAT_D10429,Antidepressant,Tablet,10mg,53,53,15,88.1,2025-08-06
D10430,STAT_D10430,Antihypertensive,Injection,50mg,220,100,29,33.07,2024-11-29
D10431,STAT_D10431,Analgesic,Syrup,20mg,478,25,28,193.5,2024-04-02
D10432,STAT_D10432,Antidiabetic,Injection,5mg,430,59,16,83.99,2026-01-11
D10433,STAT_D10433,Antidiabetic,Syrup,20mg,118,91,1,14.03,2026-11-02
D10434,STAT_D10434,Antihypertensive,Injection,100mg,405,54,30,101.31,2026-02-05
D10435,STAT_D10435,Antidiabetic,Syrup,100mg,399,38,8,18.04,2024-11-13
D10436,STAT_D10436,Antihypertensive,Syrup,20mg,149,92,2,132.03,2025-12-22
D10437,STAT_D10437,Antibiotic,Capsule,20mg,297,61,5,120.22,2024-01-12
D10438,STAT_D10438,Antidepressant,Tablet,10mg,318,60,17,105.98,2025-11-19
D10439,STAT_D10439,Analgesic,Injection,10mg,64,39,25,48.49,2025-06-03
D10440,STAT_D10440,Antidepressant,Capsule,20mg,313,45,22,130.78,2026-08-04
D10441,STAT_D10441,Antihypertensive,Capsule,20mg,14,50,1,167.44,2024-11-17
D10442,STAT_D10442,Analgesic,Injection,50mg,369,23,20,62.95,2026-06-25
D10443,STAT_D10443,Antihypertensive,Injection,10mg,293,94,2,176.43,2024-07-29
D10444,STAT_D10444,Antihypertensive,Syrup,5mg,68,63,17,21.05,2025-11-18
D10445,STAT_D10445,Antihypertensive,Injection,10mg,478,27,2,139.24,2026-07-21
D10446,STAT_D10446,Analgesic,Capsule,10mg,41,38,29,22.97,2024-05-02
D10447,STAT_D10447,Antibiotic,Injection,50mg,150,34,5,41.44,2026-09-09
D10448,STAT_D10448,Antidiabetic,Syrup,5mg,27,22,12,109.91,2026-10-22
D10449,STAT_D10449,Antibiotic,Capsule,10mg,100,36,21,34.87,2025-06-19
D10450,STAT_D10450,Antihypertensive,Capsule,20mg,299,26,3,143.22,2025-07-18
D10451,STAT_D10451,Antidepressant,Syrup,5mg,240,28,21,166.61,2024-04-20
D10452,STAT_D10452,Analgesic,Capsule,50mg,123,93,21,166.79,2024-03-22
D10453,STAT_D10453,Antidiabetic,Capsule,5mg,365,54,17,86.84,2024-01-10
D10454,STAT_D10454,Antibiotic,Injection,50mg,47,78,13,12.38,2026-07-01
D10455,STAT_D10455,Analgesic,Syrup,100mg,429,66,10,195.29,2024-04-14
D10456,STAT_D10456,Antidiabetic,Syrup,50mg,296,38,9,7.59,2025-03-08
D10457,STAT_D10457,Antihypertensive,Tablet,5mg,10,87,18,197.91,2025-01-31
D10458,STAT_D10458,Antihypertensive,Capsule,5mg,4,95,5,142.6,2026-03-15
D10459,STAT_D10459,Analgesic,Injection,10mg,453,28,28,73.65,2025-10-10
D10460,STAT_D10460,Analgesic,Tablet,20mg,49,80,1,106.73,2025-08-02
D10461,STAT_D10461,Antihypertensive,Injection,5mg,436,44,6,150.87,2025-05-14
D10462,STAT_D10462,Antihypertensive,Syrup,20mg,247,28,17,156.76,2026-10-09
D10463,STAT_D10463,Antibiotic,Capsule,50mg,248,69,9,162.54,2024-10-10
D10464,STAT_D10464,Antihypertensive,Tablet,10mg,273,25,11,18.68,2025-11-11
D10465,STAT_D10465,Antihypertensive,Syrup,5mg,275,42,13,126.18,2026-05-21
D10466,STAT_D10466,Antidepressant,Tablet,10mg,350,26,9,18.61,2024-12-05
D10467,STAT_D10467,Analgesic,Injection,100mg,234,43,19,187.97,2024-07-23
D10468,STAT_D10468,Antibiotic,Capsule,20mg,345,99,23,52.41,2024-05-30
D10469,STAT_D10469,Antidepressant,Tablet,100mg,378,47,2,150.7,2026-10-07
D10470,STAT_D10470,Antibiotic,Syrup,100mg,81,99,18,169.19,2025-03-13
D10471,STAT_D10471,Analgesic,Syrup,100mg,205,47,28,33.76,2026-05-17
D10472,STAT_D10472,Antihypertensive,Syrup,5mg,241,66,10,56.39,2024-07-26
D10473,STAT_D10473,Antidiabetic,Capsule,10mg,157,60,19,37.08,2024-09-11
D10474,STAT_D10474,Antidepressant,Tablet,5mg,285,48,9,89.74,2025-01-16
D10475,STAT_D10475,Antibiotic,Injection,50mg,267,76,4,117.46,2026-12-23
D10476,STAT_D10476,Antidiabetic,Injection,50mg,79,81,6,139.04,2026-03-09
D10477,STAT_D10477,Antihypertensive,Tablet,20mg,405,41,24,176.34,2024-02-28
D10478,STAT_D10478,Antidiabetic,Tablet,100mg,137,87,8,80.99,2026-03-18
D10479,STAT_D10479,Antidepressant,Tablet,50mg,422,26,2,179.1,2025-11-04
D10480,STAT_D10480,Antidepressant,Capsule,20mg,227,90,28,162.86,2024-05-26
D10481,STAT_D10481,Analgesic,Injection,5mg,460,79,24,133.79,2024-01-30
D10482,STAT_D10482,Antidepressant,Tablet,10mg,215,33,28,61.81,2024-05-25
D10483,STAT_D10483,Antidiabetic,Syrup,20mg,306,77,11,150.1,2024-03-07
D10484,STAT_D10484,Antihypertensive,Syrup,100mg,381,48,12,10.86,2025-10-25
D10485,STAT_D10485,Antidiabetic,Capsule,50mg,431,24,29,48.15,2026-08-10
D10486,STAT_D10486,Analgesic,Injection,20mg,428,52,28,60.16,2026-09-22
D10487,STAT_D10487,Antihypertensive,Capsule,100mg,454,42,1,135.47,2025-11-07
D10488,STAT_D10488,Antidiabetic,Injection,10mg,257,48,3,36.36,2024-08-06
D10489,STAT_D10489,Analgesic,Injection,100mg,3,93,28,195.49,2025-10-06
D10490,STAT_D10490,Antidiabetic,Tablet,50mg,203,63,27,64.02,2024-12-06
D10491,STAT_D10491,Antihypertensive,Syrup,5mg,156,85,26,40.91,2025-05-29
D10492,STAT_D10492,Antidiabetic,Capsule,20mg,447,83,10,107.42,2024-08-13
D10493,STAT_D10493,Antidepressant,Capsule,100mg,183,47,30,135.38,2025-02-05
D10494,STAT_D10494,Analgesic,Tablet,50mg,161,57,22,190.91,2026-01-12
D10495,STAT_D10495,Analgesic,Syrup,100mg,469,60,22,151.02,2024-03-24
D10496,STAT_D10496,Antidepressant,Tablet,5mg,252,100,28,132.42,2026-02-11
D10497,STAT_D10497,Antidepressant,Syrup,100mg,361,91,22,104.17,2026-10-27
D10498,STAT_D10498,Antidepressant,Syrup,100mg,430,60,9,81.11,2024-09-10
D10499,STAT_D10499,Antidiabetic,Injection,50mg,291,58,22,83.63,2025-10-01
D10500,STAT_D10500,Antibiotic,Tablet,10mg,39,45,1,15.76,2025-10-02
D10501,STAT_D10501,Antihypertensive,Syrup,100mg,339,86,3,48.5,2026-08-13
D10502,STAT_D10502,Antihypertensive,Syrup,50mg,104,80,2,173.48,2025-05-14
D10503,STAT_D10503,Analgesic,Injection,100mg,447,73,30,145.67,2025-12-30
D10504,STAT_D10504,Antidepressant,Injection,50mg,173,88,27,84.22,2026-07-12
D10505,STAT_D10505,Antidepressant,Syrup,20mg,339,85,26,71.58,2026-07-07
D10506,STAT_D10506,Antidepressant,Injection,50mg,119,66,9,62.55,2025-09-09
D10507,STAT_D10507,Antidiabetic,Tablet,50mg,408,57,11,133.7,2024-07-22
D10508,STAT_D10508,Antidepressant,Syrup,10mg,58,64,24,175.32,2024-10-02
D10509,STAT_D10509,Antidepressant,Injection,50mg,3,85,26,104.57,2025-04-30
D10510,STAT_D10510,Analgesic,Capsule,20mg,38,46,25,106.21,2024-05-07
D10511,STAT_D10511,Antibiotic,Capsule,50mg,178,22,30,58.87,2024-08-12
D10512,STAT_D10512,Antidiabetic,Tablet,100mg,280,83,20,70.72,2026-12-17
D10513,STAT_D10513,Analgesic,Capsule,50mg,428,57,4,183.09,2025-10-13
D10514,STAT_D10514,Antibiotic,Syrup,50mg,289,86,16,115.51,2025-08-09
D10515,STAT_D10515,Antibiotic,Tablet,20mg,174,58,22,199.66,2026-07-04
D10516,STAT_D10516,Antihypertensive,Capsule,50mg,352,82,27,16.94,2026-01-22
D10517,STAT_D10517,Antidiabetic,Tablet,100mg,335,64,9,55.73,2025-01-30
D10518,STAT_D10518,Antihypertensive,Capsule,10mg,185,59,25,8.15,2025-05-06
D10519,STAT_D10519,Analgesic,Capsule,20mg,348,78,7,183.16,2024-07-03
D10520,STAT_D10520,Antihypertensive,Capsule,10mg,291,47,29,74.06,2025-10-09
D10521,STAT_D10521,Antidepressant,Syrup,5mg,458,100,7,99.78,2026-02-07
D10522,STAT_D10522,Antihypertensive,Syrup,100mg,180,26,8,149.64,2025-01-17
D10523,STAT_D10523,Antidepressant,Capsule,10mg,88,89,23,56.72,2025-04-10
D10524,STAT_D10524,Antidiabetic,Injection,5mg,83,71,2,33.59,2024-12-21
D10525,STAT_D10525,Analgesic,Capsule,100mg,227,98,12,61.27,2024-01-07
D10526,STAT_D10526,Antidepressant,Tablet,20mg,181,39,25,156.62,2024-09-21
D10527,STAT_D10527,Analgesic,Injection,10mg,334,43,7,162.9,2024-03-23
D10528,STAT_D10528,Antidepressant,Capsule,50mg,45,69,27,43.9,2025-12-01
D10529,STAT_D10529,Antidiabetic,Tablet,10mg,39,37,25,154.54,2024-06-20
D10530,STAT_D10530,Antidiabetic,Syrup,50mg,179,35,20,104.42,2026-10-09
D10531,STAT_D10531,Antidepressant,Capsule,100mg,30,31,2,99.59,2025-08-11
D10532,STAT_D10532,Antidepressant,Injection,10mg,168,78,16,54.04,2024-07-18
D10533,STAT_D10533,Analgesic,Tablet,20mg,495,66,12,161.94,2026-11-08
D10534,STAT_D10534,Antidiabetic,Tablet,100mg,120,52,3,143.92,2026-12-24
D10535,STAT_D10535,Antidepressant,Injection,100mg,34,74,28,83.34,2026-12-13
D10536,STAT_D10536,Antidiabetic,Syrup,5mg,325,32,7,152.44,2025-10-16
D10537,STAT_D10537,Antidepressant,Capsule,100mg,2,96,15,14.42,2026-02-10
D10538,STAT_D10538,Antibiotic,Capsule,5mg,147,72,9,61.93,2026-07-15
D10539,STAT_D10539,Antidepressant,Capsule,5mg,398,90,14,5.76,2025-04-21
D10540,STAT_D10540,Antibiotic,Capsule,10mg,155,48,15,150.72,2025-02-14
D10541,STAT_D10541,Analgesic,Capsule,20mg,136,21,2,186.87,2025-05-06
D10542,STAT_D10542,Antidiabetic,Injection,20mg,292,53,18,9.77,2025-04-27
D10543,STAT_D10543,Antibiotic,Syrup,5mg,141,40,13,198.83,2024-07-22
D10544,STAT_D10544,Antihypertensive,Syrup,5mg,451,91,7,195.86,2024-05-26
D10545,STAT_D10545,Antihypertensive,Injection,5mg,407,99,14,194.87,2026-03-03
D10546,STAT_D10546,Antibiotic,Injection,20mg,477,42,3,172.21,2024-02-28
D10547,STAT_D10547,Antidepressant,Capsule,20mg,471,87,26,77.25,2024-06-23
D10548,STAT_D10548,Antibiotic,Capsule,10mg,221,76,1,157.32,2025-08-06
D10549,STAT_D10549,Antidepressant,Injection,100mg,191,98,23,161.69,2025-09-26
D10550,STAT_D10550,Antibiotic,Injection,100mg,93,65,27,93.57,2026-10-15
D10551,STAT_D10551,Antidiabetic,Tablet,20mg,461,78,25,149.98,2024-11-26
